seq_no,control_flag,priority_no,modal,LT,Dpt_entity,Dpt_year,Dpt_week,Dpt_step,Arv_entity,Arv_year,Arv_week,Arv_step,Value,Value_onSC
YTOLEAF202301003,F,001202301003,B,4,YTO,2022,49,0,YTOLEAF,2023,1,0,50.0
YTOLEAF202301004,F,001202301004,B,4,YTO,2022,49,1,YTOLEAF,2023,1,1,52.0
YTOLEAF202301006,F,001202301006,B,4,YTO,2022,49,2,YTOLEAF,2023,1,2,50.0
YTOLEAF202301010,F,001202301010,B,4,YTO,2022,49,3,YTOLEAF,2023,1,3,49.5
YTOLEAF202301012,F,001202301012,B,4,YTO,2022,49,4,YTOLEAF,2023,1,4,49.0
YTOLEAF202301015,F,001202301015,B,4,YTO,2022,49,5,YTOLEAF,2023,1,5,47.0
YTOLEAF202301008,F,001202301008,B,4,YTO,2022,50,0,YTOLEAF,2023,2,0,50.30000000000109
YTOLEAF202301013,F,001202301013,B,4,YTO,2022,50,1,YTOLEAF,2023,2,1,50.36666666666679
YTOLEAF202301001,F,001202301001,B,4,YTO,2022,51,0,YTOLEAF,2023,3,0,0.0
YTOLEAF202301002,F,001202301002,B,4,YTO,2022,51,1,YTOLEAF,2023,3,1,-5908.266666666667
YTOLEAF202301005,F,001202301005,B,4,YTO,2022,51,2,YTOLEAF,2023,3,2,52.0
YTOLEAF202301007,F,001202301007,B,4,YTO,2022,51,3,YTOLEAF,2023,3,3,52.63333333333321
YTOLEAF202301009,F,001202301009,B,4,YTO,2022,51,4,YTOLEAF,2023,3,4,50.69999999999891
YTOLEAF202301011,F,001202301011,B,4,YTO,2022,51,5,YTOLEAF,2023,3,5,51.20000000000073
YTOLEAF202301014,F,001202301014,B,4,YTO,2022,51,6,YTOLEAF,2023,3,6,48.433333333333394
YTOLEAF202302002,F,001202302002,B,4,YTO,2023,1,0,YTOLEAF,2023,5,0,47.766666666666424
YTOLEAF202302009,F,001202302009,B,4,YTO,2023,1,1,YTOLEAF,2023,5,1,44.900000000000546
YTOLEAF202302011,F,001202302011,B,4,YTO,2023,1,2,YTOLEAF,2023,5,2,43.233333333332666
YTOLEAF202302001,F,001202302001,B,4,YTO,2023,2,0,YTOLEAF,2023,6,0,47.0
YTOLEAF202302005,F,001202302005,B,4,YTO,2023,2,1,YTOLEAF,2023,6,1,45.766666666666424
YTOLEAF202302006,F,001202302006,B,4,YTO,2023,2,2,YTOLEAF,2023,6,2,45.566666666666606
YTOLEAF202302007,F,001202302007,B,4,YTO,2023,2,3,YTOLEAF,2023,6,3,45.53333333333376
YTOLEAF202302008,F,001202302008,B,4,YTO,2023,2,4,YTOLEAF,2023,6,4,44.0
YTOLEAF202302003,F,001202302003,B,4,YTO,2023,3,0,YTOLEAF,2023,7,0,46.566666666666606
YTOLEAF202302004,F,001202302004,B,4,YTO,2023,3,1,YTOLEAF,2023,7,1,46.66666666666697
YTOLEAF202302010,F,001202302010,B,4,YTO,2023,3,2,YTOLEAF,2023,7,2,43.86666666666679
YTOLEAF202302012,F,001202302012,B,4,YTO,2023,4,0,YTOLEAF,2023,8,0,44.0
YTOLEAF202303003,F,001202303003,B,4,YTO,2023,5,0,YTOLEAF,2023,9,0,42.53333333333376
YTOLEAF202303008,F,001202303008,B,4,YTO,2023,5,1,YTOLEAF,2023,9,1,41.0
YTOLEAF202303010,F,001202303010,B,4,YTO,2023,5,2,YTOLEAF,2023,9,2,39.0
YTOLEAF202303012,F,001202303012,B,4,YTO,2023,5,3,YTOLEAF,2023,9,3,39.999999999999545
YTOLEAF202303001,F,001202303001,B,4,YTO,2023,6,0,YTOLEAF,2023,10,0,42.19999999999982
YTOLEAF202303004,F,001202303004,B,4,YTO,2023,6,1,YTOLEAF,2023,10,1,41.0
YTOLEAF202303005,F,001202303005,B,4,YTO,2023,6,2,YTOLEAF,2023,10,2,41.899999999999636
YTOLEAF202303006,F,001202303006,B,4,YTO,2023,6,3,YTOLEAF,2023,10,3,40.86666666666679
YTOLEAF202303007,F,001202303007,B,4,YTO,2023,6,4,YTOLEAF,2023,10,4,40.233333333333576
YTOLEAF202303002,F,001202303002,B,4,YTO,2023,7,0,YTOLEAF,2023,11,0,42.566666666666606
YTOLEAF202303009,F,001202303009,B,4,YTO,2023,7,1,YTOLEAF,2023,11,1,40.69999999999982
YTOLEAF202303011,F,001202303011,B,4,YTO,2023,7,2,YTOLEAF,2023,11,2,39.06666666666706
YTOLEAF202303013,F,001202303013,B,4,YTO,2023,7,3,YTOLEAF,2023,11,3,40.0
YTOLEAF202304001,F,001202304001,B,4,YTO,2023,10,0,YTOLEAF,2023,14,0,38.0333333333333
YTOLEAF202304007,F,001202304007,B,4,YTO,2023,10,1,YTOLEAF,2023,14,1,37.73333333333312
YTOLEAF202304013,F,001202304013,B,4,YTO,2023,10,2,YTOLEAF,2023,14,2,36.86666666666679
YTOLEAF202304016,F,001202304016,B,4,YTO,2023,10,3,YTOLEAF,2023,14,3,35.566666666666606
YTOLEAF202304003,F,001202304003,B,4,YTO,2023,11,0,YTOLEAF,2023,15,0,37.0
YTOLEAF202304004,F,001202304004,B,4,YTO,2023,11,1,YTOLEAF,2023,15,1,38.90000000000009
YTOLEAF202304005,F,001202304005,B,4,YTO,2023,11,2,YTOLEAF,2023,15,2,39.0
YTOLEAF202304006,F,001202304006,B,4,YTO,2023,11,3,YTOLEAF,2023,15,3,37.36666666666679
YTOLEAF202304009,F,001202304009,B,4,YTO,2023,11,4,YTOLEAF,2023,15,4,36.70000000000027
YTOLEAF202304010,F,001202304010,B,4,YTO,2023,11,5,YTOLEAF,2023,15,5,36.0
YTOLEAF202304011,F,001202304011,B,4,YTO,2023,11,6,YTOLEAF,2023,15,6,36.56666666666615
YTOLEAF202304012,F,001202304012,B,4,YTO,2023,11,7,YTOLEAF,2023,15,7,37.0
YTOLEAF202304015,F,001202304015,B,4,YTO,2023,11,8,YTOLEAF,2023,15,8,35.0
YTOLEAF202304002,F,001202304002,B,4,YTO,2023,12,0,YTOLEAF,2023,16,0,38.0
YTOLEAF202304008,F,001202304008,B,4,YTO,2023,12,1,YTOLEAF,2023,16,1,38.0
YTOLEAF202304014,F,001202304014,B,4,YTO,2023,12,2,YTOLEAF,2023,16,2,35.0
YTOLEAF202304017,F,001202304017,B,4,YTO,2023,12,3,YTOLEAF,2023,16,3,36.0
YTOLEAF202305002,F,001202305002,B,4,YTO,2023,15,0,YTOLEAF,2023,19,0,32.0
YTOLEAF202305004,F,001202305004,B,4,YTO,2023,15,1,YTOLEAF,2023,19,1,33.0
YTOLEAF202305005,F,001202305005,B,4,YTO,2023,15,2,YTOLEAF,2023,19,2,34.0
YTOLEAF202305006,F,001202305006,B,4,YTO,2023,15,3,YTOLEAF,2023,19,3,34.566666666666606
YTOLEAF202305010,F,001202305010,B,4,YTO,2023,15,4,YTOLEAF,2023,19,4,33.0
YTOLEAF202305014,F,001202305014,B,4,YTO,2023,15,5,YTOLEAF,2023,19,5,34.433333333333394
